GH22	lysozyme type C (EC ); lysozyme type i (EC ); &alpha;-lactalbumin
GH23	lysozyme type G (EC ); peptidoglycan lyase (EC 4.2.2.n1) also known in the literature as peptidoglycan lytic transglycosylase; chitinase (EC )
GH24	lysozyme (EC )
GH25	lysozyme (EC )
GH26	&beta;-mannanase (EC ); exo-&beta;-1,4-mannobiohydrolase (EC ); &beta;-1,3-xylanase (EC ); lichenase / endo-&beta;-1,3-1,4-glucanase (EC ); mannobiose-producing exo-&beta;-mannanase (EC )
GH27	&alpha;-galactosidase (EC ); &alpha;-N-acetylgalactosaminidase (EC ); isomalto-dextranase (EC ); &beta;-L-arabinopyranosidase (EC ); galactan:galactan galactosyltransferase (EC )
GH28	polygalacturonase (EC ); exo-polygalacturonase (EC ); exo-polygalacturonosidase (EC ); rhamnogalacturonase (EC ); rhamnogalacturonan &alpha;-1,2-galacturonohydrolase (EC ); xylogalacturonan hydrolase (EC )
GH29	&alpha;-L-fucosidase (EC ); &alpha;-1,3/1,4-L-fucosidase (EC ); &alpha;-1,2-L-fucosidase (EC )
GH30	endo-&beta;-1,4-xylanase (EC ); &beta;-glucosidase (); &beta;-glucuronidase (EC ); &beta;-xylosidase (EC ); &beta;-fucosidase (EC ); glucosylceramidase (EC ); &beta;-1,6-glucanase (EC ); glucuronoarabinoxylan endo-&beta;-1,4-xylanase (EC ); endo-&beta;-1,6-galactanase (EC:); [reducing end] &beta;-xylosidase (EC )
GH31	&alpha;-glucosidase (EC ); &alpha;-galactosidase (EC ); &alpha;-mannosidase (EC ); &alpha;-1,3-glucosidase (EC ); sucrase-isomaltase (EC ) (EC ); &alpha;-xylosidase (EC ); &alpha;-glucan lyase (EC ); isomaltosyltransferase (EC ); oligosaccharide &alpha;-1,4-glucosyltransferase (EC ); &alpha;-N-acetylgalactosaminidase (EC ); sulfoquinovosidase (EC ); &alpha;-6-glucosyltransferase (EC ); &alpha;-3-isomaltosyltransferase / cycloalternan-forming enzyme (EC )
GH32	invertase (EC ); endo-inulinase (EC ); &beta;-2,6-fructan 6-levanbiohydrolase (EC ); endo-levanase (EC ); exo-inulinase (EC ); fructan &beta;-(2,1)-fructosidase/1-exohydrolase (EC ); fructan &beta;-(2,6)-fructosidase/6-exohydrolase (EC ); sucrose:sucrose 1-fructosyltransferase (EC ); fructan:fructan 1-fructosyltransferase (EC ); sucrose:fructan 6-fructosyltransferase (EC ); fructan:fructan 6G-fructosyltransferase (EC ); levan fructosyltransferase (EC ); [retaining] sucrose:sucrose 6-fructosyltransferase (6-SST) (EC ); cycloinulo-oligosaccharide fructanotransferase (EC )
GH33	sialidase or neuraminidase (EC ); trans-sialidase (EC ); anhydrosialidase (EC ); Kdo hydrolase (EC ); 2-keto-3-deoxynononic acid hydrolase / KDNase (EC )
GH34	sialidase or neuraminidase (EC )
GH35	&beta;-galactosidase (EC ); exo-&beta;-glucosaminidase (EC ); exo-&beta;-1,4-galactanase (EC ); &beta;-1,3-galactosidase (EC )
GH36	&alpha;-galactosidase (EC ); &alpha;-N-acetylgalactosaminidase (EC ); stachyose synthase (EC ); raffinose synthase (EC ) 
GH37	&alpha;,&alpha;-trehalase (EC ).
GH38	&alpha;-mannosidase (EC ); mannosyl-oligosaccharide &alpha;-1,2-mannosidase (EC ); mannosyl-oligosaccharide &alpha;-1,3-1,6-mannosidase (EC ); mannosyl-oligosaccharide &alpha;-1,3-mannosidase (EC )
GH39	&alpha;-L-iduronidase (EC ); &beta;-xylosidase (EC ); &alpha;-L-arabinofuranosidase (EC ); &beta;-glucosidase (EC ); &beta;-galactosidase (EC ); exo-&beta;-1,4-glucanase / cellodextrinase (EC ); 3-O-&alpha;-D-galactosyl-&alpha;-L-arabinofuranosidase (EC )
GH40	Deleted family!
GH41	Deleted family!
GH42	&beta;-galactosidase (EC ); &alpha;-L-arabinopyranosidase (EC )
GH43	&beta;-xylosidase (EC ); &alpha;-L-arabinofuranosidase (EC ); xylanase (EC ); &alpha;-1,2-L-arabinofuranosidase (EC ); exo-&alpha;-1,5-L-arabinofuranosidase (EC ); [inverting] exo-&alpha;-1,5-L-arabinanase (EC ); &beta;-1,3-xylosidase (EC ); [inverting] exo-&alpha;-1,5-L-arabinanase (EC ); [inverting] endo-&alpha;-1,5-L-arabinanase (EC ); exo-&beta;-1,3-galactanase (EC ); &beta;-D-galactofuranosidase (EC )
GH44	endoglucanase (EC ); xyloglucanase (EC )
GH45	endoglucanase (EC ); xyloglucan-specific endo-&beta;-1,4-glucanase / endo-xyloglucanase (EC ); endo-&beta;-1,4-mannanase (EC )
GH46	chitosanase (EC )
GH47	&alpha;-mannosidase (EC )
GH48	reducing end-acting cellobiohydrolase (EC ); endo-&beta;-1,4-glucanase (EC ); chitinase (EC ); cellobiohydrolase (EC )
GH49	dextranase (EC ); isopullulanase (EC ); dextran 1,6-&alpha;-isomaltotriosidase (EC ); sulfated arabinan endo-1,4-&beta;-L-arabinanase (EC )
GH50	&beta;-agarase (EC ).
GH51	endoglucanase (EC ); endo-&beta;-1,4-xylanase (EC ); &beta;-xylosidase (EC ); &alpha;-L-arabinofuranosidase (EC ); cellobiohydrolase (EC )
GH52	&beta;-xylosidase (EC ).
GH53	endo-&beta;-1,4-galactanase (EC ).
GH54	&alpha;-L-arabinofuranosidase (EC ); &beta;-xylosidase (EC ).
GH55	exo-&beta;-1,3-glucanase (EC ); endo-&beta;-1,3-glucanase (EC ); laminarin-degrading enzyme (EC ); hesperidin 6-O-&alpha;-L-rhamnosyl-&beta;-glucosidase (EC )
GH56	hyaluronidase (EC ); chondroitin hydrolase (EC )
GH57	&alpha;-amylase (EC ); &alpha;-galactosidase (EC ); amylopullulanase (EC ); cyclomaltodextrinase (EC ); branching enzyme (EC ); 4-&alpha;-glucanotransferase (EC ); [retaining] maltogenic &alpha;-amylase (EC )
GH58	endo-N-acetylneuraminidase or endo-sialidase (EC )
GH59	&beta;-galactosidase (EC ); galactocerebrosidase (EC )
GH60	Deleted family!
GH61	Copper-dependent lytic polysaccharide monooxygenases now reclassified in family AA9
GH62	&alpha;-L-arabinofuranosidase (EC )
GH63	processing &alpha;-glucosidase (EC ); &alpha;-1,3-glucosidase (EC ); &alpha;-glucosidase (EC ); mannosylglycerate &alpha;-mannosidase / mannosylglycerate hydrolase (EC ); glucosylglycerate hydrolase (EC )
GH64	&beta;-1,3-glucanase (EC )
GH65	&alpha;,&alpha;-trehalase (EC ); maltose phosphorylase (EC ); trehalose phosphorylase (EC ); kojibiose phosphorylase (EC ); trehalose-6-phosphate phosphorylase (EC ); nigerose phosphorylase (EC ); 3-O-&alpha;-glucopyranosyl-L-rhamnose phosphorylase (EC ); 1,2-&alpha;-glucosylglycerol phosphorylase (EC ); &alpha;-glucosyl-1,2-&beta;-galactosyl-L-hydroxylysine &alpha;-glucosidase (EC ); 1,3-&alpha;-oligoglucan phosphorylase (EC ); &alpha;-1,2-glucosidase (EC ); &alpha;-glucan phosphorylase (EC ); kojibiose glucohydrolase (&alpha;-1,2-glucosidase) (configuration inverting) (EC )
GH66	cycloisomaltooligosaccharide glucanotransferase (EC ); dextranase (EC ).
GH67	&alpha;-glucuronidase (EC ); xylan &alpha;-1,2-glucuronidase (EC )
GH68	levansucrase (EC ); &beta;-fructofuranosidase (EC ); inulosucrase (EC ).
GH69	Deleted: now family PL16
GH70	dextransucrase (EC ); alternansucrase (EC ); reuteransucrase (EC ); &alpha;-4,6-glucanotransferase (EC ); &alpha;-1,2-branched dextransucrase (EC ); &alpha;-4,3-glucanotransferase (EC )
GH71	&alpha;-1,3-glucanase (EC ).
GH72	&beta;-1,3-glucanosyltransglycosylase (EC )
GH73	lysozyme (EC ); mannosyl-glycoprotein endo-&beta;-N-acetylglucosaminidase (EC ); peptidoglycan hydrolase with endo-&beta;-N-acetylglucosaminidase specificity (EC )
GH74	endoglucanase (EC ); oligoxyloglucan reducing end-specific cellobiohydrolase (EC ); xyloglucanase (EC )
GH75	chitosanase (EC )
GH76	&alpha;-1,6-mannanase (EC ); &alpha;-glucosidase (EC )
GH77	amylomaltase or 4-&alpha;-glucanotransferase (EC )
GH78	&alpha;-L-rhamnosidase (EC ); rhamnogalacturonan &alpha;-L-rhamnohydrolase (EC ); L-Rhap-&alpha;-1,3-D-Apif -specific &alpha;-1,3-L-rhamnosidase (EC )
GH79	&beta;-glucuronidase (EC ); hyaluronoglucuronidase (EC ); heparanase (EC ); baicalin &beta;-glucuronidase (EC ); &beta;-4-O-methyl-glucuronidase (EC )
GH80	chitosanase (EC )
GH81	endo-&beta;-1,3-glucanase (EC )
GH82	&Iota;-carrageenase (EC )
GH83	neuraminidase (EC )
GH84	N-acetyl &beta;-glucosaminidase (EC ); hyaluronidase (EC ); [protein]-3-O-(GlcNAc)-L-Ser/Thr &beta;-N-acetylglucosaminidase (EC )
GH85	endo-&beta;-N-acetylglucosaminidase (EC )
GH86	&beta;-agarase (EC ); &beta;-porphyranase (EC )
GH87	mycodextranase (EC ); &alpha;-1,3-glucanase (EC )
GH88	d-4,5-unsaturated &beta;-glucuronyl hydrolase (EC ); unsaturated chondroitin disaccharide hydrolase (EC )
GH89	&alpha;-N-acetylglucosaminidase (EC )
GH90	endorhamnosidase (EC )
GH91	inulin lyase [DFA-I-forming] (EC ); inulin lyase [DFA-III-forming] (EC ); difructofuranose 1,2':2,3' dianhydride hydrolase [DFA-IIIase] (EC )
GH92	mannosyl-oligosaccharide &alpha;-1,2-mannosidase (EC ); mannosyl-oligosaccharide &alpha;-1,3-mannosidase (EC ); mannosyl-oligosaccharide &alpha;-1,6-mannosidase (EC ); &alpha;-mannosidase (EC ); &alpha;-1,2-mannosidase (EC ); &alpha;-1,3-mannosidase (EC ); &alpha;-1,4-mannosidase (EC ); mannosyl-1-phosphodiester &alpha;-1,P-mannosidase (EC )
GH93	exo-&alpha;-L-1,5-arabinanase (EC )
GH94	cellobiose phosphorylase (EC ); laminaribiose phosphorylase (EC ); cellodextrin phosphorylase (EC ); chitobiose phosphorylase (EC ); cellobionic acid phosphorylase (EC ); &beta;-1,2-oligoglucan phosphorylase (EC ); 4-O-&beta;-D-glucosyl-D-galactose phosphorylase (EC )
GH95	&alpha;-L-fucosidase (EC ); &alpha;-1,2-L-fucosidase (EC ); &alpha;-L-galactosidase (EC )
GH96	&alpha;-agarase (EC )
GH97	glucoamylase (EC ); &alpha;-glucosidase (EC ); &alpha;-galactosidase (EC )
GH98	blood-group endo-&beta;-1,4-galactosidase (EC ); endo-&beta;-1,4-xylanase (EC )
GH99	glycoprotein endo-&alpha;-1,2-mannosidase (EC ); mannan endo-1,2-&alpha;-mannanase ()
GH100	alkaline and neutral invertase (EC )
GH101	endo-&alpha;-N-acetylgalactosaminidase (EC )
GH102	peptidoglycan lytic transglycosylase (EC )
GH103	peptidoglycan lytic transglycosylase (EC )
GH104	peptidoglycan lytic transglycosylase (EC )
GH105	unsaturated rhamnogalacturonyl hydrolase (EC ); d-4,5-unsaturated &beta;-glucuronyl hydrolase (EC ); d-4,5-unsaturated &alpha;-galacturonidase (EC )
GH106	&alpha;-L-rhamnosidase (EC ); rhamnogalacturonan &alpha;-L-rhamnohydrolase (EC )
GH107	endo-&alpha;-1,4-L-fucanase (EC )
GH108	N-acetylmuramidase (EC )
GH109	&alpha;-N-acetylgalactosaminidase (EC ); &beta;-N-acetylhexosaminidase (EC )
GH110	&alpha;-galactosidase (EC ); &alpha;-1,3-galactosidase (EC )
GH111	keratan sulfate hydrolase (endo-&beta;-N-acetylglucosaminidase) (EC )
GH112	lacto-N-biose phosphorylase or galacto-N-biose phosphorylase (EC ); D-galactosyl-&beta;-1,4-L-rhamnose phosphorylase (EC )
GH113	&beta;-mannanase (EC )
GH114	endo-&alpha;-1,4-polygalactosaminidase (EC )
GH115	xylan &alpha;-1,2-glucuronidase (); &alpha;-(4-O-methyl)-glucuronidase ()
GH116	&beta;-glucosidase (EC ); &beta;-xylosidase (EC ); acid &beta;-glucosidase/&beta;-glucosylceramidase (EC ); &beta;-N-acetylglucosaminidase (EC )
GH117	&beta;-D-galactofuranosidase (EC ); &alpha;-neoagaro-oligosaccharide hydrolase (EC )
GH118	&beta;-agarase (EC )
GH119	&alpha;-amylase (EC )
GH120	&beta;-xylosidase (EC )
GH121	&beta;-L-arabinobiosidase (EC )
GH122	&alpha;-glucosidase (EC )
GH123	&beta;-N-acetylgalactosaminidase (EC ); glycosphingolipid &beta;-N-acetylgalactosaminidase (EC )
GH124	endoglucanase (EC )
GH125	exo-&alpha;-1,6-mannosidase (EC )
GH126	&alpha;-amylase (EC )
GH127	&beta;-L-arabinofuranosidase (EC ); 3-C-carboxy-5-deoxy-L-xylose (aceric acid) hydrolase (EC ); &alpha;-1,3-(3,6)-anhydro-D-galactosidase (EC )
GH128	&beta;-1,3-glucanase (EC ); &beta;-1,3-glucosidase (EC )
GH129	&alpha;-N-acetylgalactosaminidase (EC ); ; &alpha;-1,3-(3,6)-anhydro-D-galactosidase (EC )
GH130	&beta;-1,4-mannosylglucose phosphorylase (EC ); &beta;-1,4-mannooligosaccharide phosphorylase (EC ); &beta;-1,4-mannosyl-N-acetyl-glucosamine phosphorylase (EC ); &beta;-1,2-mannobiose phosphorylase (EC ); &beta;-1,2-oligomannan phosphorylase (EC ); &beta;-1,2-mannosidase (EC ); &beta;-1,3-oligomannan phosphorylase (EC )
GH131	broad specificity exo-&beta;-1,3/1,6-glucanase with endo-&beta;-1,4-glucanase activity (EC ); exo-&beta;-1,3-glucanase (EC );
GH132	Activity on &beta;-1,3-glucan (curdlan) shown for the Aspergillus fumigatus Sun4 protein; activity on laminarioligosaccharides shown for Aspergillus fumigatus Sun4 protein and Candida albicans Sun41 protein; transglycosylation activity reported in PMID 23508952; &beta;-1,3-glucosidase (EC )
GH133	amylo-&alpha;-1,6-glucosidase (EC ); 
GH134	endo-&beta;-1,4-mannanase (EC );
GH135	&alpha;-1,4-galactosaminogalactan hydrolase (EC )
GH136	lacto-N-biosidase (EC ); Lacto-N-biosidase (Lewis antigen a/b specificity) (EC )
GH137	&beta;-L-arabinofuranosidase (EC )
GH138	rhamnogalacturonan &alpha;-1,2-galacturonohydrolase (EC )
GH139	&alpha;-2-O-Me-L-fucosidase (EC )
GH140	&beta;-1,2-apiosidase (EC )
GH141	&alpha;-L-fucosidase (EC ); xylanase (EC )
GH142	&beta;-L-arabinofuranosidase (EC )
GH143	2-keto-3-deoxy-D-lyxo-heptulosaric acid hydrolase (EC )
GH144	endo-&beta;-1,2-glucanase (EC ); &beta;-1,2-glucooligosaccharide sophorohydrolase (EC )
GH145	Deleted: now family PL42
GH146	&beta;-L-arabinofuranosidase (EC )
GH147	&beta;-galactosidase (EC )
GH148	&beta;-1,3-glucanase (EC ); endo-&beta;-1,4-glucanase (EC )
GH149	&beta;-1,3-glucan phosphorylase (EC )
GH150	 &Iota;-carrageenase (EC )
GH151	&alpha;-L-fucosidase (EC )
GH152	&beta;-1,3-glucanase (EC )
GH153	poly-&beta;-1,6-D-glucosamine hydrolase (EC )
GH154	&beta;-glucuronidase (); &beta;-1,6-D-glucuronidase (EC ); &beta;-1,6-D-glucuronidase (EC )
GH155	Deleted family!
GH156	exo-&alpha;-sialidase (EC )
GH157	endo-&beta;-1,3-glucanase / laminarinase (EC )
GH158	endo-&beta;-1,3-glucanase (EC )
GH159	&beta;-D-galactofuranosidase (EC )
GH160	endo-&beta;-1,4-galactosidase (EC )
GH161	&beta;-1,3-glucan phosphorylase (EC )
GH162	endo-&beta;-1,2-glucanase (EC )
GH163	endo-&beta;-N-acetylglucosaminidase cleaving GlcNAc-&beta;-1,2-Man (EC )
GH164	&beta;-mannosidase (EC )
GH165	&beta;-galactosidase (EC )
GH166	&alpha;-1,4-galactosaminogalactan hydrolase (EC )
GH167	&beta;-carrageenase (EC )
GH168	endo-&alpha;-(1,3)-L-fucanase (EC )
GH169	&beta;-glucuronidase (EC ); &beta;-1,4-D-glucuronidase (EC )
GH170	6-phospho-N-acetylmuramidase (EC )
GH171	peptidoglycan &beta;-N-acetylmuramidase (EC )
GH172	difructose-anhydride synthase (EC )
GH173	&beta;-galactosidase (EC )
GH0	Glycoside hydrolases not yet assigned to a family. 
GH5_1	endo-b-1,4-glucanase (EC 3.2.1.4);lichenase / endo-b-1,3-1,4-glucanase (EC 3.2.1.73);exo-b-1,4-glucanase / cellodextrinase (EC 3.2.1.74)
GH5_2	b-glycosidase (EC 3.2.1.-);chitosanase (EC 3.2.1.132);endo-b-1,4-glucanase (EC 3.2.1.4);endo-b-1,4-xylanase (EC 3.2.1.8)
GH5_4	b-glycosidase (EC 3.2.1.-);glucomannan-specific endo-b-1,4-glucanase (EC 3.2.1.-);[retaining] exo-xyloglucanase (EC 3.2.1.-);xyloglucan-specific endo-b-1,4-glucanase / endo-xyloglucanase (EC 3.2.1.151);endo-b-1,4-glucanase (EC 3.2.1.4);endo-b-1,3(4)-glucanase / lichenase-laminarinase (EC 3.2.1.6);lichenase / endo-b-1,3-1,4-glucanase (EC 3.2.1.73);endo-b-1,4-xylanase (EC 3.2.1.8)
GH5_5	endo-b-1,4-glucanase (EC 3.2.1.4)
GH5_7	[retaining] b-1,4-mannan transglycosylase (EC 2.4.1.-);b-mannosidase (EC 3.2.1.25);endo-b-1,4-mannanase (EC 3.2.1.78)
GH5_8	endo-b-1,4-mannanase (EC 3.2.1.78)
GH5_9	b-glucosidase (EC 3.2.1.21);exo-b-1,3-glucanase (EC 3.2.1.58);endo-b-1,6-glucanase (EC 3.2.1.75)
GH5_10	xylan b-1,4-xylosidase (EC 3.2.1.37);endo-b-1,4-mannanase (EC 3.2.1.78)
GH5_11	No known activity in this subfamily.<BR> Activities in Family: <BR>[retaining] b-1,4-mannan transglycosylase (EC 2.4.1.-);[retaining] arabinoxylan-specific endo-b-1,4-xylanase (EC 3.2.1.-);[retaining] exo-xyloglucanase (EC 3.2.1.-);b-1,3-mannanase (EC 3.2.1.-);b-glycosidase (EC 3.2.1.-);b-rutinosidase /a-L-rhamnose-(1,6)-b-D-glucosidase (EC 3.2.1.-);glucomannan-specific endo-b-1,4-glucanase (EC 3.2.1.-);exo-b-1,4-mannobiohydrolase / mannobiose-producing exo-b-mannanase (EC 3.2.1.100);steryl b-glucosidase (EC 3.2.1.104);endoglycosylceramidase (EC 3.2.1.123);chitosanase (EC 3.2.1.132);b-D-galactofuranosidase (EC 3.2.1.146);b-primeverosidase (EC 3.2.1.149);xyloglucan-specific endo-b-1,4-glucanase / endo-xyloglucanase (EC 3.2.1.151);endo-b-1,6-galactanase (EC 3.2.1.164);hesperidin 6-O-a-L-rhamnosyl-b-glucosidase (EC 3.2.1.168);b-glucosidase (EC 3.2.1.21);b-galactosidase (EC 3.2.1.23);b-mannosidase (EC 3.2.1.25);xylan b-1,4-xylosidase (EC 3.2.1.37);endo-b-1,3-glucanase / laminarinase (EC 3.2.1.39);endo-b-1,4-glucanase (EC 3.2.1.4);b-glucosylceramidase (EC 3.2.1.45);b-galactosylceramidase (EC 3.2.1.46);b-N-acetylhexosaminidase (EC 3.2.1.52);a-L-arabinofuranosidase (EC 3.2.1.55);exo-b-1,3-glucanase (EC 3.2.1.58);endo-b-1,3(4)-glucanase / lichenase-laminarinase (EC 3.2.1.6);lichenase / endo-b-1,3-1,4-glucanase (EC 3.2.1.73);exo-b-1,4-glucanase / cellodextrinase (EC 3.2.1.74);endo-b-1,6-glucanase (EC 3.2.1.75);endo-b-1,4-mannanase (EC 3.2.1.78);endo-b-1,4-xylanase (EC 3.2.1.8)
GH5_12	steryl b-glucosidase (EC 3.2.1.104);b-glucosidase (EC 3.2.1.21);b-glucosylceramidase (EC 3.2.1.45)
GH5_13	b-D-galactofuranosidase (EC 3.2.1.146);a-L-arabinofuranosidase (EC 3.2.1.55)
